Unnamed: 0,pH,TA (% LA),Moisture (%),L,a,b,Firmness (g),Consistency (g · sec),Cohesiveness (g),Work of cohesion (g · sec),Syneresis (%),Glucose (g/100g),Lactose (g/100 g),Lactic acid (g/100 g),Citric acid (g/100 g),Fumaric acid (g/100 g),cis-CQA,trans-CQA,Phenolic acids,Bioaccesibility_cis_CQA (%),Bioaccesibility_trans_CQA (%),Bioaccesibility_Phenolic_acids (%),IC50 TBARS (µg/mL),IC50 OxHLIA (µg/mL),C14:0,C16:0,C16:1 c7,C18:0,C18:1,C18:2 t,C18:2,C20:0,gC18:3,PUFA,MUFA,SFA
Y+ET0,3.7600000000000002,0.9788953749438707,89.21,88.33333333333333,-3.1999999999999997,14.533333333333333,41.17,112.61,-12.01,-1.49,76.26386571120057,0.714,4.5531999999999995,1.2261855273472189,0.19871841762618303,0.008382357141533757,4.201268768619822,15.724854698994891,19.926123467614712,,,,39.446347279689064,27.13490099009901,7.088937093275487,24.86073752711497,1.325466377440347,8.684772234273318,14.837310195227767,0.878330658105939,3.17090422685928,20.99535580524345,0.0,4.0492348849652195,16.16277657266811,61.62980265990723
Y+ET0,3.7999999999999994,0.9292905224280693,89.72,87.85000000000001,-3.3800000000000003,15.360000000000001,42.45,117.71,-12.36,-2.03,78.7860988742046,0.69,4.62,1.21,0.2,0.008415087085525925,4.268640729848993,15.90333897274586,20.171979702594854,,,,38.186435695135486,28.492647058823533,7.3403710698208355,25.55868448492906,1.3131077205553785,8.928282170619514,15.348092233693245,0.8685808994648738,3.2622474552454697,21.170785515302338,0.0,4.130828354710344,16.661199954248623,62.998123240671745
Y+ET1,3.71,0.994653,90.69,87.69,-3.3000000000000003,14.366666666666667,,,,,,0.6584,4.458,1.2368838118231344,0.19998985091226334,0.00868128709864937,,,,,,,,,,,,,,,,,,,,
Y+ET1,3.73,1.013847,90.34,87.62333333333333,-3.1533333333333338,14.519999999999998,,,,,,0.6696,4.3316,1.256637212303325,0.19535989427642675,0.00833460958438448,,,,,,,,,,,,,,,,,,,,
Y+ET1,3.7100000000000004,1.028163,90.52,87.70666666666666,-3.1733333333333333,14.586666666666666,,,,,,0.66,4.39,1.25,0.2,0.008507948341516924,,,,,,,,,,,,,,,,,,,,
Y+ET2,3.76,1.0432015088112219,90.55,87.09666666666668,-3.06,13.856666666666667,,,,,,0.67,4.3708,1.2823630316581873,0.19236075389462645,0.0081218948146079,,,,,,,,,,,,,,,,,,,,
Y+ET2,3.76,1.0198097547884342,90.52,88.25333333333333,-3.0566666666666666,14.466666666666667,,,,,,0.6632,4.2404,1.2638814066727364,0.18644369898632954,0.008424205847856445,,,,,,,,,,,,,,,,,,,,
Y+ET2,3.76,1.0414380623665782,90.54,88.23,-2.683333333333333,14.443333333333333,,,,,,0.67,4.31,1.27,0.19,0.008273050331232172,,,,,,,,,,,,,,,,,,,,
Y+ET3,3.82,1.067084,90.65,92.32666666666667,-3.4266666666666663,14.09666666666667,36.025,131.81,-11.09,-2.96,74.79326491979675,0.7243999999999999,4.3340000000000005,1.279858752852227,0.20246094035106382,0.008565316187289774,4.286222525863752,15.796096549473123,20.082319075336876,,,,45.07077991452993,54.16666666666667,7.406702325073681,25.306232944001742,1.3531646943871456,8.574784412182076,15.105425171924463,0.8627879052505184,2.382621984499509,18.145093330422444,0.0,3.2454098897500265,16.45858986631161,59.432813011679954
Y+ET3,3.84,1.037175,90.83,92.73333333333333,-3.3766666666666665,14.843333333333334,37.8,123.27000000000001,-15.16,-3.45,76.85680332739156,0.6364,4.1408000000000005,1.289055384138493,0.20212012329289158,0.008403254446086039,4.186207012412681,15.477915156014502,19.664122168427184,,,,45.0868758434548,53.0581550802139,7.236070160335737,25.80385236199289,1.2954266652318949,9.00910362638545,15.368470892069297,0.817819864414075,2.276810502528785,19.388067039106144,0.0,3.0946303669428605,16.66389755730119,61.437093187820224
Y+ET3,3.83,1.065841,90.92,92.56666666666666,-2.983333333333333,14.866666666666667,34.25,114.73,-13.125,-3.94,75.95345198513593,0.68,4.24,1.28,0.2,0.008484285316687906,4.236214769138217,15.637005852743812,19.87322062188203,,,,44.85081469456471,54.56606217616581,7.321386242704709,25.55504265299732,1.3242956798095202,8.791944019283765,15.23694803199688,0.8403038848322968,2.329716243514147,18.766580184764294,0.0,3.1700201283464438,16.5612437118064,60.43495309975009
CYT0(int),,,,,,,,,,,,,,,,,,,,,,,9.05079055663851,546.0339943342776,0.42511728617827493,3.9866113316492204,0.6637315048718874,2.0433056658246125,6.46221580656803,0.4744857452183327,4.849079754601227,10.567592926741249,0.6472753518585347,5.970840851678095,7.125947311439916,17.022627210393356
CYT0(int),,,,,,,,,,,,,,,,,,,,,,,9.265560023370108,533.8616714697406,0.44149950077153494,4.103185985295452,0.5960243260415722,1.9812290097122627,6.9184079150403885,0.46633384768993374,4.7461196332940006,9.16387401288917,0.5194245257329579,5.731878006716892,7.514432241081961,15.68978850866842
CYT0(int),,,,,,,,,,,,,,,,,,,,,,,9.175479619868895,561.0795454545454,0.433308393474905,4.044898658472336,0.6298779154567298,2.0122673377684377,6.69031186080421,0.4704097964541332,4.797599693947614,9.86573346981521,0.5833499387957464,5.851359429197494,7.320189776260937,16.35620785953089
CYT3(int),,,,,,,,,,,,,,,,,,,,,,,16.658948393371585,571.3333333333334,0.0,2.7123809523809523,0.45857142857142896,1.4133333333333333,4.388571428571429,0.3216627302786963,2.240151157298063,10.462654700047237,0.4800000000000001,3.0418138875767595,4.847142857142858,14.588368985761525
CYT3(int),,,,,,,,,,,,,,,,,,,,,,,16.957150148221476,556.2015503875969,0.0,2.634537332482451,0.49576260370133995,1.3580089342693045,4.087428206764519,0.31114356153991996,2.34267020671345,9.942120235160251,0.51,3.16381376825337,4.58319081046586,13.934666501912009
CYT3(int),,,,,,,,,,,,,,,,,,,,,,,16.81998762283614,583.989501312336,0.0,2.673459142431702,0.4771670161363845,1.3856711338013188,4.2379998176679745,0.3164031459093081,2.2914106820057567,10.202387467603746,0.4950000000000001,3.1028138279150648,4.715166833804359,14.261517743836766
Y+ET0(oral),,,,,,,,,,,,,,,,,4.01541367602871,15.461518436623008,20.408039019240427,92.60613291771207,96.14282037324998,99.95201784182944,,,,,,,,,,,,,,
Y+ET0(oral),,,,,,,,,,,,,,,,,4.107572791301203,14.620566509761506,19.659246207651417,97.7698171081447,92.9774347021218,98.66066643420612,,,,,,,,,,,,,,
Y+ET0(oral),,,,,,,,,,,,,,,,,4.061493233664956,15.041042473192256,20.03364261344592,95.1472257963634,94.57789020889668,99.31421163818077,,,,,,,,,,,,,,
Y+ET3(oral),,,,,,,,,,,,,,,,,4.1571439122184435,15.460678905482508,20.54892972428966,95.87480960958061,96.13760000036295,100.64205524579326,,,,,,,,,,,,,,
Y+ET3(oral),,,,,,,,,,,,,,,,,3.9907455096431077,14.93034951984461,19.852201936076426,94.98905519805928,94.9474561491429,99.62902201394853,,,,,,,,,,,,,,
Y+ET3(oral),,,,,,,,,,,,,,,,,4.073944710930776,15.195514212663559,20.200565830183045,95.4389223352347,95.54920660815111,100.14171205806099,,,,,,,,,,,,,,
Y+ET0(gastr),,,,,,,,,,,,,,,,,3.861179547076348,13.793992147275384,18.586278600940442,89.04908315930808,85.77380770728334,91.0296206599254,,,,,,,,,,,,,,
Y+ET0(gastr),,,,,,,,,,,,,,,,,3.885715657129692,13.640393621821229,18.45721618553963,92.48909962992457,86.74416319212858,92.62823356252684,,,,,,,,,,,,,,
Y+ET0(gastr),,,,,,,,,,,,,,,,,3.87344760210302,13.717192884548307,18.521747393240034,90.74194450278898,86.25354026633003,91.81918515839801,,,,,,,,,,,,,,
Y+ET3(gastr),,,,,,,,,,,,,,,,,3.948101387826677,14.274271363794908,19.153479658210294,92.11144227821121,90.36581486500869,95.37483985966894,,,,,,,,,,,,,,
Y+ET3(gastr),,,,,,,,,,,,,,,,,3.692103845403084,13.506278736524129,18.129489488515922,88.19687689728403,87.26161501974494,92.19577326276341,,,,,,,,,,,,,,
Y+ET3(gastr),,,,,,,,,,,,,,,,,3.8201026166148804,13.890275050159518,18.64148457336311,90.17726495939706,88.829505987057,93.80203102479182,,,,,,,,,,,,,,
Y+ET0(int),,,,,,,,,,,,,,,,,0.0,12.272838596749471,12.272838596749471,0.0,77.69538859370184,61.112656116602395,6.73624648039853,451.0739856801909,0.3462480857580398,3.41301684532925,0.45390505359877487,1.731240428790199,5.09188361408882,0.30260336906584995,3.5934150076569678,10.53583460949464,0.34095513748191003,4.2369735142047285,5.545788667687596,16.026339969372128
Y+ET0(int),,,,,,,,,,,,,,,,,0.0,12.523716188324592,12.523716188324592,0.0,80.913456767839,63.68815287586413,7.286829987411385,435.42654028436016,0.3402008608321377,3.387470109995218,0.4652319464371114,1.7562505978000957,5.114643711142993,0.30530846484935437,3.5764705882352943,10.368857006217121,0.38192955589586497,4.263708608980513,5.5798756575801045,15.852778574844573
Y+ET0(int),,,,,,,,,,,,,,,,,0.0,12.398277392537032,12.398277392537032,0.0,79.28805238863242,62.38685529855952,7.144174826167165,463.1828978622328,0.34322447329508876,3.400243477662234,0.45956850001794314,1.7437455132951474,5.103263662615907,0.30395591695760216,3.5849427979461312,10.452345807855881,0.36144234668888753,4.2503410615926205,5.562832162633851,15.939559272108351
Y+ET3(int),,,,,,,,,,,,,,,,,0.0,12.708034418869579,12.708034418869579,0.0,80.45047318537347,63.279715710106075,10.1803258456586,484.04255319148933,0.3956825396825397,4.4007619047619055,0.5114920634920634,2.210031746031746,6.163640211640212,0.322567940133911,4.38537732025614,9.89470697900624,0.5047418335089571,5.212687093899008,6.675132275132276,16.90118316948243
Y+ET3(int),,,,,,,,,,,,,,,,,0.0,13.220029503716765,13.220029503716765,0.0,85.41221069156492,67.22918719932952,10.55345454359791,467.7754677754678,0.3631562401760452,4.30690558524573,0.582961332914178,2.2362779000314363,6.1736560829927685,0.3449785198994893,4.227047619047619,10.5648677248677,0.526529100529101,5.098555239476211,6.7566174159069465,17.47120745032091
Y+ET3(int),,,,,,,,,,,,,,,,,0.0,12.964031961293172,12.964031961293172,0.0,82.90610161163548,65.23367403780904,10.606755193859271,496.23655913978496,0.37941938992929247,4.353833745003817,0.5472266982031208,2.2231548230315914,6.168648147316491,0.3337732300167001,4.3062124696518795,10.22978735193697,0.5156354670190291,5.1556211666876095,6.71587484551961,17.18619530990167
